network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
scan,2083,2/5/04,1/1/00,34.25,-92.03,230,Air Temperature,AR,Jefferson,Caney Bayou,Uapb Campus-PB,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2083,SC2083  ,UAPA4,6
scan,2091,5/6/04,1/1/00,34.28,-91.35,190,Air Temperature,AR,Arkansas,Prices Branch-Little LaGrue Bayou,Uapb Dewitt,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2091,SC2091  ,DWTA4,6
scan,2090,5/4/04,1/1/00,35.21,-92.92,310,Air Temperature,AR,Pope,Khun Bayou-Arkansas River,Uapb Point Remove,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2090,SC2090  ,POIA4,6
scan,2085,2/7/04,1/1/00,35.28,-90.45,210,Air Temperature,AR,Crittenden,Gibson Bayou-Tyronza River,Uapb-Earle,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2085,SC2085  ,UAEA4,6
scan,2030,9/16/99,1/1/00,34.85,-91.88,250,Air Temperature,AR,Lonoke,Locust Creek-Wattersaw Bayou,Uapb-Lonoke Farm,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2030,SC2030  ,LNKA4,6
scan,2084,2/6/04,1/1/00,34.78,-90.82,220,Air Temperature,AR,Lee,Town of Cypress Corner-Big Cypress Creek,Uapb-Marianna,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2084,SC2084  ,UAMA4,6
snotel,308,10/1/78,1/1/00,34.46,-111.41,7360,Air Temperature,AZ,Coconino,Pine Creek,Baker Butte,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=308,11R06S  ,BKBA3,8
snotel,1140,5/18/09,1/1/00,34.46,-111.38,7720,Air Temperature,AZ,Coconino,Toms Creek,Baker Butte Smt,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1140,11R07S  ,BBSA3,8
snotel,310,10/1/78,1/1/00,33.98,-109.5,9210,Air Temperature,AZ,Apache,Hall Creek-Little Colorado River,Baldy,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=310,09S01S  ,BLDA3,8
snotel,1212,9/6/12,1/1/00,34.86,-111.6,6380,Air Temperature,AZ,Coconino,Bar M Canyon,Bar M,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1212,11R13S  ,BRMA3,8
snotel,902,10/1/93,1/1/00,33.69,-109.22,8070,Air Temperature,AZ,Greenlee,Upper Beaver Creek,Beaver Head,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=902,09S06S  ,XBHA3,8
snotel,1143,10/1/09,1/1/00,36.33,-109.06,9240,Air Temperature,AZ,Apache,Tsaile Creek-Tsaile Lake,Beaver Spring,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1143,09N05S  ,BVRA3,8
snotel,1139,5/15/09,1/1/00,35.26,-112.06,7020,Air Temperature,AZ,Coconino,Pitman Valley-Scholz Lake,Chalender,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1139,12P01S  ,CDRA3,8
snotel,416,10/1/78,1/1/00,33.8,-109.15,8400,Air Temperature,AZ,Apache,Coleman Creek,Coronado Trail,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=416,09S07S  ,CNDA3,8
snotel,1121,6/26/08,1/1/00,35.27,-111.74,7360,Air Temperature,AZ,Coconino,Upper Rio de Flag,Fort Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1121,11P02S  ,FRVA3,8
snotel,488,10/1/78,1/1/00,35.07,-111.84,7220,Air Temperature,AZ,Coconino,Fry Canyon,Fry,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=488,11P13S  ,FRYA3,8
snotel,511,10/1/78,1/1/00,33.65,-109.31,9030,Air Temperature,AZ,Greenlee,Upper Beaver Creek,Hannagan Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=511,09S11S  ,HNMA3,8
snotel,969,6/14/99,1/1/00,34.75,-111.41,7520,Air Temperature,AZ,Coconino,Brady Canyon,Happy Jack,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=969,11R05S  ,XHJA3,8
snotel,1271,9/18/15,1/1/00,33.97,-109.77,8290,Air Temperature,AZ,Apache,Trout Creek,Hawley Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1271,09S16S  ,HAWA3,8
snotel,519,10/1/78,1/1/00,34.31,-110.75,7650,Air Temperature,AZ,Coconino,West Fork Black Canyon,Heber,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=519,10R04S  ,HBEA3,8
snotel,617,10/1/78,1/1/00,33.92,-109.46,9210,Air Temperature,AZ,Apache,Upper West Fork Black River,Maverick Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=617,09S02S  ,MVFA3,8
snotel,640,10/1/78,1/1/00,34.94,-111.52,7490,Air Temperature,AZ,Coconino,Mormon Lake,Mormon Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=640,11R03S  ,MRMA3,8
snotel,1125,6/2/08,1/1/00,34.97,-111.51,8450,Air Temperature,AZ,Coconino,Upper Lake Mary-Walnut Creek,Mormon Mtn Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1125,11R12S  ,MMNA3,8
snotel,1127,6/2/08,1/1/00,33.9,-109.15,8550,Air Temperature,AZ,Apache,Luna Lake-San Francisco River,Nutrioso,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1127,09S04S  ,NUTA3,8
snotel,705,10/1/79,1/1/00,34.37,-111.01,7930,Air Temperature,AZ,Coconino,Upper Willow Creek,Promontory,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=705,11R10S  ,PROA3,8
snotel,927,9/13/97,1/1/00,35.34,-111.65,9720,Air Temperature,AZ,Coconino,Bear Jaw Canyon,Snowslide Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=927,11P08S  ,XSCA3,8
scan,2026,3/19/99,1/1/00,31.74,-110.05,4500,Air Temperature,AZ,Cochise,Walnut Gulch,Walnut Gulch #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2026,SC2026  ,WGHA3,7
snotel,861,10/1/78,1/1/00,35.14,-112.15,7190,Air Temperature,AZ,Coconino,Upper Hell Canyon,White Horse Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=861,12P02S  ,WHLA3,8
snotel,866,10/1/83,1/1/00,33.74,-109.48,7850,Air Temperature,AZ,Apache,Centerfire Creek,Wildcat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=866,09S18S  ,WCTA3,8
snotel,877,10/1/78,1/1/00,33.81,-110.92,7030,Air Temperature,AZ,Gila,Workman Creek,Workman Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=877,10S01S  ,WKMA3,8
snotel,301,10/1/83,1/1/00,41.24,-120.79,6170,Air Temperature,CA,Modoc,Cottonwood Creek,Adin Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=301,20H13S  ,ADMC1,8
scan,2235,9/27/23,1/1/00,37.98,-118.69,6500,Air Temperature,CA,Mono,Adobe Lake-Adobe Valley,Adobe,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2235,        ,ADZC1,8
scan,2237,9/28/23,1/1/00,36.56,-118.14,5240,Air Temperature,CA,Inyo,Diaz Creek,Alabama Hills,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2237,        ,ABHC1,8
snotelt,1239,6/25/13,1/1/00,42,-123.55,4970,Air Temperature,CA,Del Norte,Dunn Creek,Althouse,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1239,23G16S  ,ABZO3,8
scan,2214,10/23/14,1/1/00,41.05,-120.69,5100,Air Temperature,CA,Lassen,Ash Valley-Ash Creek,Ash Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2214,SC2214  ,VYAC1,8
snotel,356,10/1/79,1/1/00,38.61,-119.92,8060,Air Temperature,CA,Alpine,Deer Creek,Blue Lakes,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=356,19L05S  ,BLAC1,8
scan,2215,10/24/14,1/1/00,38.26,-119.13,7840,Air Temperature,CA,Mono,Aurora Canyon,Bodie Hills,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2215,SC2215  ,HBDC1,8
snotel,1051,9/20/03,1/1/00,38.72,-119.89,8180,Air Temperature,CA,Alpine,Hot Springs Creek,Burnside Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1051,19L41S  ,BSKC1,8
snotel,1067,9/23/04,1/1/00,38.69,-120,8360,Air Temperature,CA,Alpine,Caples Creek,Carson Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1067,19L45S  ,CXSC1,8
snotel,391,10/1/78,1/1/00,41.58,-120.3,7060,Air Temperature,CA,Modoc,Thoms Creek,Cedar Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=391,20H06S  ,CDRC1,8
scan,2240,9/25/24,1/1/00,35.84,-118.03,5680,Air Temperature,CA,Tulare,Upper Chimney Creek,Chimney Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2240,        ,     ,8
scan,2189,6/7/12,1/1/00,35.12,-119.6,2670,Air Temperature,CA,San Luis Obispo,Black Sulphur Spring-Carrizo Plain,Cochora Ranch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2189,SC2189  ,CXXC1,8
snotel,977,10/1/99,1/1/00,41.89,-120.75,5180,Air Temperature,CA,Modoc,Mosquito Creek-Willow Creek,Crowder Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=977,20H02S  ,CRWC1,8
snotel,428,10/1/80,1/1/00,39.33,-120.37,6880,Air Temperature,CA,Nevada,Rattlesnake Creek-South Yuba River,Css Lab,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=428,20K31S  ,CSSC1,8
scan,2190,6/8/12,1/1/00,36.33,-116.35,2080,Air Temperature,CA,Inyo,Ash Meadows,Death Valley Jct,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2190,SC2190  ,DVJC1,8
scan,2187,11/21/11,1/1/00,37.37,-117.97,5390,Air Temperature,CA,Inyo,Lower Wyman Creek,Deep Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2187,SC2187  ,DPSC1,8
scan,2183,11/16/11,1/1/00,33.8,-115.31,550,Air Temperature,CA,Riverside,181001004703-Pinto Wash,Desert Center,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2183,SC2183  ,ERTC1,8
snotel,446,10/1/79,1/1/00,41.99,-120.18,7370,Air Temperature,CA,Modoc,Dismal Creek-Deep Creek,Dismal Swamp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=446,20H12S  ,DMLC1,8
scan,2191,6/10/12,1/1/00,37.63,-118.83,7340,Air Temperature,CA,Mono,Convict Creek,Doe Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2191,SC2191  ,DOEC1,8
scan,2192,6/12/12,1/1/00,40.62,-120.72,5160,Air Temperature,CA,Lassen,Merrill Creek-Frontal Eagle Lake,Eagle Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2192,SC2192  ,EALC1,8
snotel,462,10/1/78,1/1/00,38.55,-119.8,8660,Air Temperature,CA,Alpine,Silver Creek,Ebbetts Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=462,19L19S  ,EBTC1,8
snotel,463,10/1/78,1/1/00,38.85,-120.08,7650,Air Temperature,CA,El Dorado,Upper Truckee River-Frontal Lake Tahoe,Echo Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=463,20L06S  ,ECOC1,8
scan,2185,11/19/11,1/1/00,34.67,-115.17,2650,Air Temperature,CA,San Bernardino,Honeymoon Wash-Watson Wash,Essex,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2185,SC2185  ,EXCC1,8
snotel,473,10/1/78,1/1/00,38.93,-120.05,6250,Air Temperature,CA,El Dorado,Fallen Leaf Lake-Frontal Lake Tahoe,Fallen Leaf,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=473,20L10S  ,FLFC1,8
scan,2184,11/16/11,1/1/00,33.65,-115.1,380,Air Temperature,CA,Riverside,1.81001E+11,Ford Dry Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2184,SC2184  ,RDLC1,8
snotel,1049,9/20/03,1/1/00,38.68,-119.96,8050,Air Temperature,CA,Alpine,Upper West Fork Carson River,Forestdale Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1049,19L43S  ,FDCC1,8
snotel,1277,10/7/16,1/1/00,40.69,-120.61,7220,Air Temperature,CA,Lassen,Lower Dry Lake-Frontal Eagle Lake,Fredonyer Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1277,20J01S  ,FPKC1,8
scan,2218,10/22/14,1/1/00,40.79,-122.55,3760,Air Temperature,CA,Shasta,East Fork Clear Creek-Clear Creek,French Gulch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2218,SC2218  ,FGLC1,8
snotel,508,10/1/78,1/1/00,38.85,-119.94,7740,Air Temperature,CA,El Dorado,Trout Creek,Hagans Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=508,19L03S  ,HGNC1,8
snotel,518,10/1/78,1/1/00,38.92,-119.92,8540,Air Temperature,CA,El Dorado,Trout Creek,Heavenly Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=518,19L24S  ,HVNC1,8
snotel,1050,9/20/03,1/1/00,38.84,-119.89,8580,Air Temperature,CA,Alpine,Middle West Fork Carson River,Horse Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1050,19L44S  ,HORC1,8
snotel,539,10/1/78,1/1/00,39.45,-120.29,6970,Air Temperature,CA,Sierra,Independence Creek,Independence Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=539,20K04S  ,ICPC1,8
snotel,540,10/1/79,1/1/00,39.49,-120.28,6440,Air Temperature,CA,Sierra,Independence Creek,Independence Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=540,20K03S  ,ICKC1,8
snotel,541,10/1/78,1/1/00,39.43,-120.31,8340,Air Temperature,CA,Nevada,Sagehen Creek,Independence Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=541,20K05S  ,ILKC1,8
snotel,574,10/1/88,1/1/00,38.28,-119.61,9600,Air Temperature,CA,Mono,Leavitt Creek-West Walker River,Leavitt Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=574,19L38S  ,LELC1,8
snotel,575,10/1/79,1/1/00,38.3,-119.55,7200,Air Temperature,CA,Mono,Leavitt Creek-West Walker River,Leavitt Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=575,19L08S  ,LVTC1,8
snotel,587,10/1/78,1/1/00,38.44,-119.37,9260,Air Temperature,CA,Mono,Deep Creek,Lobdell Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=587,19L17S  ,LOBC1,8
snotel,1331,9/18/24,1/1/00,38.65,-119.95,8640,Air Temperature,CA,Alpine,Upper West Fork Carson River,Lost Lakes,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1331,        ,LLXC1,8
scan,2149,5/6/09,1/1/00,37.78,-118.42,6190,Air Temperature,CA,Mono,Rock Creek-Spring Canyon Creek,Marble Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2149,SC2149  ,MCXC1,8
snotel,633,10/1/89,1/1/00,38.67,-119.61,8320,Air Temperature,CA,Alpine,Leviathan Canyon,Monitor Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=633,19L40S  ,MNPC1,8
scan,2217,10/29/14,1/1/00,36.54,-120.55,890,Air Temperature,CA,Fresno,Town of Levis,Monocline Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2217,SC2217  ,RGMC1,8
snotel,784,10/1/79,1/1/00,39.19,-120.27,8010,Air Temperature,CA,Placer,Washeshu Creek-Truckee River,Palisades Tahoe,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=784,20K30S  ,SQWC1,8
snotel,697,10/1/79,1/1/00,38.51,-119.63,7730,Air Temperature,CA,Alpine,Bryant Creek-East Fork Carson River,Poison Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=697,19L06S  ,XXXC1,8
scan,2236,9/26/23,1/1/00,38.08,-119.11,7190,Air Temperature,CA,Mono,Rancheria Gulch-Frontal Mono Lake,Rancheria,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2236,        ,RASC1,8
snotel,724,10/1/79,1/1/00,39,-120.13,7570,Air Temperature,CA,El Dorado,General Creek-Frontal Lake Tahoe,Rubicon #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=724,20L02S  ,RUBC1,8
scan,2186,11/18/11,1/1/00,35.47,-115.72,3580,Air Temperature,CA,San Bernardino,Halloran Summit,Shadow Mtns,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2186,SC2186  ,DWMC1,8
snotel,771,10/1/78,1/1/00,38.31,-119.6,8770,Air Temperature,CA,Mono,Leavitt Creek-West Walker River,Sonora Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=771,19L07S  ,SRAC1,8
snotel,778,10/1/79,1/1/00,38.67,-119.82,6060,Air Temperature,CA,Alpine,Hot Springs Creek,Spratt Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=778,19L39S  ,SPCC1,8
snotel,1258,6/17/14,1/1/00,41.99,-120.72,5690,Air Temperature,CA,Modoc,Weed Valley-North Fork Willow Creek,State Line,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1258,20H01S  ,TATC1,8
snotelt,993,8/27/19,1/1/00,41.99,-120.72,5690,Air Temperature,CA,Modoc,Weed Valley-North Fork Willow Creek,State Line AM,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=993,        ,     ,8
scan,2219,10/31/14,1/1/00,34.97,-119.48,3020,Air Temperature,CA,San Luis Obispo,Padrones Spring-Carrizo Plain,Stubblefield,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2219,SC2219  ,DLFC1,8
snotel,1052,9/20/03,1/1/00,38.4,-119.54,9360,Air Temperature,CA,Mono,Mill Creek,Summit Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1052,19L42S  ,SDWC1,8
snotel,809,10/1/79,1/1/00,39.17,-120.15,6760,Air Temperature,CA,Placer,Burton Creek-Frontal Lake Tahoe,Tahoe City Cross,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=809,20K27S  ,THOC1,8
snotel,834,10/1/79,1/1/00,39.3,-120.18,6500,Air Temperature,CA,Placer,Martis Creek,Truckee #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=834,20K13S  ,TRUC1,8
scan,2234,10/26/22,1/1/00,36.46,-120.71,1620,Air Temperature,CA,San Benito,Larious Creek,Vallecitos,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2234,        ,     ,8
snotel,846,10/1/78,1/1/00,38.07,-119.23,9400,Air Temperature,CA,Mono,Virginia Creek,Virginia Lakes Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=846,19L13S  ,VGAC1,8
snotel,848,10/1/78,1/1/00,39.14,-120.22,6750,Air Temperature,CA,Placer,Ward Creek-Frontal Lake Tahoe,Ward Creek #3,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=848,20K25S  ,WRDC1,8
snotel,1317,9/13/23,1/1/00,38.27,-119.45,8220,Air Temperature,CA,Mono,Upper Little Walker River,Willow Flat CA,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1317,        ,WFSC1,8
snotel,1344,9/25/25,1/1/00,37.89,-107.84,11290,Air Temperature,CO,San Miguel,South Fork San Miguel River,Alta Lakes,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1344,        ,     ,8
snotel,303,10/1/79,1/1/00,37.33,-105.07,10000,Air Temperature,CO,Huerfano,Middle Creek-Cucharas River,Apishapa,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=303,05M07S  ,APSC2,8
snotel,1030,8/14/02,1/1/00,40.35,-106.38,10960,Air Temperature,CO,Grand,Rabbit Ears Creek-Troublesome Creek,Arapaho Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1030,06J08S  ,ARPC2,8
snotel,305,10/1/78,10/1/13,39.92,-105.76,9660,Air Temperature,CO,Grand,Upper Fraser River,Arrow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=305,05K06S  ,AROC2,8
snotel,322,10/1/79,1/1/00,40.31,-105.65,9490,Air Temperature,CO,Larimer,Glacier Creek,Bear Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=322,05J39S  ,BLKC2,8
snotel,1061,10/1/04,1/1/00,40.06,-107.01,9100,Air Temperature,CO,Routt,Yamcolo Reservoir-Bear River,Bear River,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1061,07J03S  ,BRRC2,8
snotel,327,10/1/79,1/1/00,37.71,-107.51,11600,Air Temperature,CO,San Juan,Bear Creek-Rio Grande,Beartown,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=327,07M32S  ,BRTC2,8
snotel,1041,11/15/02,1/1/00,39.6,-106.51,8530,Air Temperature,CO,Eagle,Beaver Creek-Eagle River,Beaver Ck Village,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1041,06K45S  ,BCVC2,8
snotel,335,10/1/78,1/1/00,39.8,-105.78,11300,Air Temperature,CO,Grand,Upper Fraser River,Berthoud Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=335,05K14S  ,BTSC2,8
snotel,345,10/1/85,1/1/00,39.76,-107.36,10950,Air Temperature,CO,Garfield,Headwaters Deep Creek,Bison Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=345,07K12S  ,BLSC2,8
snotel,1185,7/28/11,1/1/00,37.79,-108.18,11580,Air Temperature,CO,Dolores,Fish Creek,Black Mesa,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1185,08M12S  ,BMSC2,8
snotel,1161,10/1/10,1/1/00,40.89,-105.66,8950,Air Temperature,CO,Larimer,George Creek-Sheep Creek,Black Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1161,05J28S  ,BMNC2,8
snotel,369,10/1/79,1/1/00,39.09,-106.54,10570,Air Temperature,CO,Lake,North Fork Lake Creek,Brumley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=369,06K40S  ,BRMC2,8
snotel,938,8/10/98,1/1/00,39.3,-106.11,11160,Air Temperature,CO,Park,Headwaters Middle Fork South Platte River,Buckskin Joe,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=938,06K16S  ,BUCC2,8
snotel,913,9/15/95,1/1/00,40.23,-106.6,9240,Air Temperature,CO,Grand,Deer Creek-Red Dirt Creek,Buffalo Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=913,06J18S  ,BUFC2,8
snotel,378,10/1/78,1/1/00,39.88,-107.6,9290,Air Temperature,CO,Rio Blanco,North Elk Creek,Burro Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=378,07K02S  ,BURC2,8
snotel,380,10/1/79,1/1/00,38.89,-106.95,10190,Air Temperature,CO,Gunnison,Washington Gulch-Slate River,Butte,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=380,06L11S  ,BUTC2,8
snotel,386,10/1/78,1/1/00,37.65,-107.81,8900,Air Temperature,CO,San Juan,Headwaters Cascade Creek,Cascade,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=386,07M05S  ,CSCC2,8
snotel,387,10/1/90,1/1/00,37.66,-107.8,8990,Air Temperature,CO,San Juan,Headwaters Cascade Creek,Cascade #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=387,07M35S  ,CADC2,8
snotel,1326,9/16/24,1/1/00,39,-106.84,11500,Air Temperature,CO,Pitkin,Express Creek-Castle Creek,Castle Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1326,        ,CAPC2,8
snotel,1101,9/7/07,1/1/00,39.26,-106.63,10090,Air Temperature,CO,Pitkin,Deeds Creek-Fryingpan River,Chapman Tunnel,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1101,06K46S  ,HAPC2,8
snotel,1059,9/10/04,1/1/00,38.16,-106.6,10020,Air Temperature,CO,Saguache,Luders Creek,Cochetopa Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1059,06L06S  ,CZSC2,8
snotel,408,10/1/78,1/1/00,40.4,-106.6,9170,Air Temperature,CO,Jackson,Upper Grizzly Creek,Columbine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=408,06J03S  ,COLC2,8
snotel,409,10/1/85,1/1/00,38.42,-108.38,9160,Air Temperature,CO,Montrose,Potter Creek,Columbine Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=409,08L02S  ,CPSC2,8
snotel,904,8/30/94,1/1/00,37.44,-108.02,10780,Air Temperature,CO,La Plata,Headwaters La Plata River,Columbus Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=904,08M10S  ,CMBC2,8
snotel,412,10/1/79,1/1/00,40.21,-105.57,8570,Air Temperature,CO,Boulder,Headwaters North Saint Vrain Creek,Copeland Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=412,05J18S  ,COPC2,8
snotel,415,10/1/78,1/1/00,39.49,-106.17,10500,Air Temperature,CO,Summit,West Tenmile Creek,Copper Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=415,06K24S  ,CPMC2,8
snotelt,1281,9/11/17,1/1/00,38.83,-106.42,11660,Air Temperature,CO,Gunnison,Outlet Willow Creek,Cottonwood Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1281,        ,     ,8
scan,2197,9/12/13,1/1/00,40.82,-104.71,5340,Air Temperature,CO,Weld,Headwaters Owl Creek,CPER,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2197,SC2197  ,CPEC2,7
snotel,426,10/1/85,1/1/00,40.17,-107.06,8960,Air Temperature,CO,Rio Blanco,Hunt Creek,Crosho,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=426,07J04S  ,CRSC2,8
snotel,430,10/1/78,1/1/00,37.21,-105.2,10570,Air Temperature,CO,Costilla,Headwaters Culebra Creek,Culebra #2,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=430,05M03S  ,CULC2,8
snotel,431,10/1/79,1/1/00,37.02,-106.45,10030,Air Temperature,CO,Conejos,Wolf Creek,Cumbres Trestle,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=431,06M22S  ,CUMC2,8
snotel,438,10/1/78,1/1/00,40.81,-105.77,10240,Air Temperature,CO,Larimer,Panhandle Creek-North Fork Cache La Poudre River,Deadman Hill,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=438,05J06S  ,DDMC2,8
snotel,457,10/1/79,1/1/00,40.53,-106.78,8240,Air Temperature,CO,Routt,City of Steamboat Springs-Yampa River,Dry Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=457,06J01S  ,DRLC2,8
snotel,936,8/10/98,1/1/00,39.66,-105.59,10660,Air Temperature,CO,Clear Creek,Vance Creek,Echo Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=936,05K27S  ,ECLC2,8
snotel,465,10/1/85,1/1/00,37.79,-108.02,10210,Air Temperature,CO,Dolores,Barlow Creek-Dolores River,El Diente Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=465,08M06S  ,EDSC2,8
