network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,375,10/1/78,1/1/00,46.81,-121.33,4600,Air Temperature,WA,Yakima,Upper Bumping River,Bumping Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=375,21C38S  ,BMPW1,8
snotel,376,10/1/79,1/1/00,48.69,-117.18,5020,Air Temperature,WA,Pend Oreille,Harvey Creek,Bunchgrass Mdw,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=376,17A01S  ,BGMW1,8
snotel,942,7/14/99,1/1/00,47.04,-121.94,4160,Air Temperature,WA,Pierce,Wilkeson Creek,Burnt Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=942,21B63S  ,BUSW1,8
snotel,1109,8/21/08,1/1/00,45.9,-122.22,2510,Air Temperature,WA,Skamania,Lower Canyon Creek,Calamity,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1109,22D01S  ,CLJW1,8
snotel,1085,10/5/06,1/1/00,46.87,-121.53,5260,Air Temperature,WA,Pierce,Headwaters White River,Cayuse Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1085,21C41S  ,CAYW1,8
scan,2198,7/24/13,1/1/00,46.78,-117.08,2580,Air Temperature,WA,Whitman,Missouri Flat Creek,Cook Farm Field D,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2198,SC2198  ,COOW1,8
snotel,418,10/1/79,1/1/00,47.02,-121.46,5810,Air Temperature,WA,Pierce,Silver Creek-White River,Corral Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=418,21B13S  ,COPW1,8
snotel,420,10/1/79,1/1/00,47.28,-121.67,3210,Air Temperature,WA,King,North Fork Green River,Cougar Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=420,21B42S  ,CUMW1,8
snotel,1319,11/21/18,1/1/00,48.24,-121.46,4480,Air Temperature,WA,Snohomish,Dan Creek,Decline Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1319,        ,DCKW1,8
snotel,1345,12/29/20,1/1/00,48.33,-121.72,3360,Air Temperature,WA,Skagit,Segelsen Creek-North Fork Stillaguamish River,Deer Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1345,        , DRPW,8
snotel,943,10/1/98,1/1/00,47.87,-123.08,3990,Air Temperature,WA,Clallam,Headwaters Dungeness River,Dungeness,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=943,23B16S  ,DGSW1,8
snotel,998,9/19/08,1/1/00,48.86,-121.44,5280,Air Temperature,WA,Whatcom,Indian Creek-Chilliwack River,Easy Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=998,21A07S  ,EPSW1,8
snotel,910,8/24/95,1/1/00,48.69,-121.91,3050,Air Temperature,WA,Whatcom,Wanlick Creek-South Fork Nooksack River,Elbow Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=910,21A32S  ,ELSW1,8
snotel,478,10/1/79,1/1/00,47.54,-121.09,3430,Air Temperature,WA,Kittitas,Headwaters Cle Elum River,Fish Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=478,21B04S  ,FISW1,8
snotel,1159,10/15/10,1/1/00,48.95,-118.99,5380,Air Temperature,WA,Okanogan,Lower Toroda Creek,Gold Axe Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1159,18A26S  ,GAXW1,8
snotel,1256,10/8/10,1/1/00,48.19,-118.46,4500,Air Temperature,WA,Ferry,Wilmont Creek,Gold Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1256,18A19S  ,GLDW1,8
snotel,502,10/1/82,1/1/00,46.55,-121.17,5930,Air Temperature,WA,Yakima,Headwaters North Fork Ahtanum Creek,Green Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=502,21C10S  ,GRLW1,8
snotel,507,10/1/79,1/1/00,47.28,-120.49,5390,Air Temperature,WA,Kittitas,Pearson Creek-Naneum Creek,Grouse Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=507,20B11S  ,GRCW1,8
snotel,515,10/1/79,1/1/00,48.72,-120.66,6490,Air Temperature,WA,Okanogan,Upper Canyon Creek,Harts Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=515,20A05S  ,HRPW1,8
snotel,991,10/1/00,1/1/00,48.98,-121.08,1680,Air Temperature,WA,Whatcom,Silver Creek-Ross Lake,Hozomeen Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=991,21A35S  ,HZOW1,8
snotel,928,10/1/97,1/1/00,47.07,-121.59,2250,Air Temperature,WA,Pierce,Silver Creek-White River,Huckleberry Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=928,21B62S  ,HKSW1,8
snotel,1129,11/3/08,1/1/00,45.99,-120.81,5310,Air Temperature,WA,Klickitat,West Prong Little Klickitat River,Indian Rock,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1129,20D02S  ,IRKW1,8
snotel,553,10/1/80,1/1/00,46.15,-122.15,3440,Air Temperature,WA,Skamania,Swift Creek,June Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=553,22C09S  ,MRBW1,8
scan,2021,9/27/93,1/1/00,47,-118.57,1650,Air Temperature,WA,Adams,Town of Lind-Lind Coulee,Lind #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2021,SC2021  ,LDDW1,8
snotel,591,10/1/78,1/1/00,46.27,-121.96,3940,Air Temperature,WA,Skamania,Upper Clear Creek,Lone Pine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=591,21C26S  ,LPSW1,8
snotel,599,10/1/89,1/1/00,46.36,-121.08,5100,Air Temperature,WA,Yakima,Upper Simcoe Creek,Lost Horse,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=599,21C39S  ,LOHW1,8
snotel,606,10/1/78,1/1/00,48.2,-120.92,5990,Air Temperature,WA,Chelan,Upper Railroad Creek,Lyman Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=606,20A23S  ,LYLW1,8
snotel,1069,8/30/07,1/1/00,47.2,-121.78,3910,Air Temperature,WA,King,Howard A Hanson Dam-Green River,Lynn Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1069,21B50S  ,LAKW1,8
snotel,999,7/11/06,1/1/00,48.76,-121.7,3520,Air Temperature,WA,Whatcom,Swift Creek,Marten Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=999,21A09S  ,MRTW1,8
snotel,897,10/1/93,1/1/00,47.28,-121.47,3230,Air Temperature,WA,King,Headwaters Cedar River,Meadows Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=897,21B59S  ,MPSW1,8
snotel,1011,10/1/02,1/1/00,48.82,-121.93,4940,Air Temperature,WA,Whatcom,Clearwater Creek,MF Nooksack,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1011,21A36S  ,MNOW1,8
snotel,642,10/1/78,1/1/00,46.91,-121.48,5400,Air Temperature,WA,Yakima,Upper American River,Morse Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=642,21C17S  ,MRSW1,8
snotel,644,10/1/91,1/1/00,48.36,-119.08,5470,Air Temperature,WA,Okanogan,Upper Omak Creeek,Moses Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=644,19A13S  ,MMSW1,8
snotel,648,10/1/89,1/1/00,47.76,-123.03,3960,Air Temperature,WA,Jefferson,Tunnel Creek,Mount Crag,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=648,23B06S  ,MTCW1,8
snotel,898,10/1/93,1/1/00,47.36,-121.57,2930,Air Temperature,WA,King,Chester Morse Lake-Cedar River,Mount Gardner,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=898,21B21S  ,MGSW1,8
snotel,941,9/30/98,1/1/00,46.93,-121.95,3170,Air Temperature,WA,Pierce,Voight Creek,Mowich,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=941,21C40S  ,MHSW1,8
snotel,1126,8/18/20,1/1/00,47.46,-123.41,3370,Air Temperature,WA,Mason,Upper South Fork Skokomish River,Mt. Tebo,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1126,        ,TEBW1,8
snotel,1259,6/10/14,1/1/00,48.59,-119.87,4470,Air Temperature,WA,Okanogan,West Fork Salmon Creek,Muckamuck,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1259,19A09S  ,MUKW1,8
snotel,672,10/1/79,1/1/00,47.37,-121.44,4010,Air Temperature,WA,King,Upper South Fork Snoqualmie River,Olallie Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=672,21B55S  ,OMWW1,8
snotel,679,10/1/79,1/1/00,46.78,-121.75,5150,Air Temperature,WA,Pierce,Headwaters Nisqually River,Paradise,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=679,21C35S  ,AFSW1,8
snotel,681,10/1/78,1/1/00,48.44,-120.92,4610,Air Temperature,WA,Chelan,Park Creek-Stehekin River,Park Creek Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=681,20A12S  ,PCRW1,8
snotel,1104,8/17/07,1/1/00,46.1,-121.96,2140,Air Temperature,WA,Skamania,Little Creek-Lewis River,Pepper Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1104,21C42S  ,PPCW1,8
snotel,692,10/1/79,1/1/00,46.62,-121.39,5800,Air Temperature,WA,Yakima,Clear Creek,Pigtail Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=692,21C33S  ,PGPW1,8
snotel,1263,10/15/14,1/1/00,46.32,-121.94,4450,Air Temperature,WA,Skamania,Iron Creek,Pinto Rock,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1263,21C44S  ,PINW1,8
snotel,699,10/1/79,1/1/00,47.99,-120.57,3600,Air Temperature,WA,Chelan,Lake Creek-Entiat River,Pope Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=699,20B24S  ,PPRW1,8
snotel,702,10/1/80,1/1/00,46.35,-121.51,4480,Air Temperature,WA,Yakima,Muddy Fork,Potato Hill,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=702,21C14S  ,PTHW1,8
snotel,707,10/1/85,1/1/00,47.88,-117.09,4710,Air Temperature,WA,Spokane,Upper Deadman Creek,Quartz Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=707,17B04S  ,QUPW1,8
snotel,711,10/1/79,1/1/00,48.52,-120.74,4880,Air Temperature,WA,Chelan,Upper Granite Creek,Rainy Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=711,20A09S  ,RAIW1,8
snotel,911,8/28/95,1/1/00,47.3,-121.6,3810,Air Temperature,WA,King,Rex River,Rex River,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=911,21B17S  ,RXSW1,8
snotel,728,10/1/79,1/1/00,48.66,-119.84,4460,Air Temperature,WA,Okanogan,North Fork Salmon Creek,Salmon Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=728,19A02S  ,SAMW1,8
snotel,734,10/1/83,1/1/00,47.38,-121.06,4340,Air Temperature,WA,Kittitas,Upper Cle Elum River,Sasse Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=734,21B51S  ,SASW1,8
snotel,1231,8/23/12,1/1/00,45.99,-120.68,3960,Air Temperature,WA,Klickitat,West Prong Little Klickitat River,Satus Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1231,20D01S  ,SPSW1,8
snotel,1068,7/27/06,1/1/00,47.16,-121.42,4640,Air Temperature,WA,King,Lester Creek-Green River,Sawmill Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1068,21B31S  ,SAWW1,8
snotel,1043,8/27/03,1/1/00,48.86,-118.4,4680,Air Temperature,WA,Ferry,West Deer Creek,Sentinel Butte,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1043,18A21S  ,SENW1,8
snotel,748,10/1/80,1/1/00,46.19,-122.25,3990,Air Temperature,WA,Cowlitz,Headwaters South Fork Toutle River,Sheep Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=748,22C10S  ,SHPW1,8
snotel,1257,10/15/14,1/1/00,46.64,-121.83,3770,Air Temperature,WA,Lewis,Silver Creek,Skate Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1257,21C43S  ,SKTW1,8
snotel,912,8/28/95,1/1/00,47.68,-121.61,3310,Air Temperature,WA,King,Upper South Fork Tolt River,Skookum Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=912,21B60S  ,KUSW1,8
snotel,985,7/12/00,1/1/00,46.24,-117.39,3970,Air Temperature,WA,Asotin,Lick Creek,Sourdough Gulch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=985,17C06S  ,SGUW1,8
snotel,776,10/1/80,1/1/00,46.18,-121.93,3400,Air Temperature,WA,Skamania,Cussed Hollow-Lewis River,Spencer Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=776,21C20S  ,SPMW1,8
snotel,777,10/1/85,1/1/00,46.26,-122.18,3520,Air Temperature,WA,Skamania,Headwaters North Fork Toutle River,Spirit Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=777,22C12S  ,SPTW1,8
snotel,984,7/12/00,1/1/00,46.18,-117.54,5690,Air Temperature,WA,Garfield,North Fork Asotin Creek,Spruce Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=984,17C04S  ,SPGW1,8
snotel,788,10/1/79,1/1/00,47.27,-121.34,3850,Air Temperature,WA,King,Sunday Creek,Stampede Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=788,21B10S  ,SMPW1,8
snotel,791,10/1/79,1/1/00,47.75,-121.09,3940,Air Temperature,WA,King,Upper Tye River,Stevens Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=791,21B01S  ,SVNW1,8
snotel,804,10/1/78,1/1/00,46.09,-121.76,4280,Air Temperature,WA,Skamania,Big Creek,Surprise Lakes,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=804,21C13S  ,SPLW1,8
snotel,975,10/1/99,1/1/00,48.57,-120.78,3930,Air Temperature,WA,Skagit,Upper Granite Creek,Swamp Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=975,20A41S  ,SWSW1,8
snotel,1012,10/1/01,1/1/00,46.16,-122.18,4440,Air Temperature,WA,Skamania,Swift Creek,Swift Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1012,22C13S  ,SWCW1,8
snotel,817,10/1/87,1/1/00,48.53,-120.99,4310,Air Temperature,WA,Skagit,Upper Thunder Creek,Thunder Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=817,20A07S  ,THBW1,8
snotel,899,10/1/93,1/1/00,47.33,-121.47,3000,Air Temperature,WA,King,Headwaters Cedar River,Tinkham Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=899,21B20S  ,TKSW1,8
snotel,824,10/1/79,1/1/00,46.12,-117.85,5520,Air Temperature,WA,Columbia,Wolf Fork,Touchet,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=824,17C05S  ,TOHW1,8
snotel,1171,8/18/10,1/1/00,48.07,-120.85,2900,Air Temperature,WA,Chelan,Phelps Creek,Trinity,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1171,20A46S  ,TRIW1,8
snotel,832,10/1/78,1/1/00,47.23,-120.29,5480,Air Temperature,WA,Kittitas,Colockum Creek,Trough,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=832,20B25S  ,TRGW1,8
snotel,841,10/1/79,1/1/00,47.29,-120.37,4330,Air Temperature,WA,Chelan,Stemilt Creek,Upper Wheeler,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=841,20B07S  ,UPWW1,8
snotel,974,10/1/99,1/1/00,47.94,-123.43,5010,Air Temperature,WA,Clallam,Lillian River,Waterhole,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=974,23B17S  ,WHSW1,8
snotel,909,8/24/95,1/1/00,48.87,-121.79,4030,Air Temperature,WA,Whatcom,Wells Creek,Wells Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=909,21A31S  ,WCSW1,8
snotel,863,10/1/79,1/1/00,46.64,-121.38,4440,Air Temperature,WA,Yakima,Clear Creek,White Pass E.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=863,21C28S  ,WHPW1,8
scan,2196,9/4/13,1/1/00,42.71,-90.39,1090,Air Temperature,WI,Lafayette,Pats Creek-Galena River,UW Platteville,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2196,SC2196  ,UWPW3,6
scan,2003,10/1/93,1/1/00,45.47,-88.59,1580,Air Temperature,WI,Forest,Otter Lake-Otter Creek,Wabeno #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2003,SC2003  ,WABW3,6
snotel,309,10/1/78,1/1/00,44.8,-107.84,9360,Air Temperature,WY,Big Horn,Upper Porcupine Creek,Bald Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=309,07E21S  ,BLDW4,8
snotel,314,10/1/79,1/1/00,43.94,-110.45,7040,Air Temperature,WY,Teton,Lower Pacific Creek,Base Camp,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=314,10F02S  ,BSCW4,8
snotel,317,10/1/85,1/1/00,41.05,-107.27,7460,Air Temperature,WY,Carbon,Lower Battle Creek,Battle Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=317,07H04S  ,BTLW4,8
snotel,325,10/1/79,1/1/00,43.89,-107.06,8200,Air Temperature,WY,Johnson,Lower North Fork Red Fork Powder River,Bear Trap Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=325,07F01S  ,BTNW4,8
snotel,326,10/1/79,1/1/00,44.94,-109.57,9360,Air Temperature,WY,Park,Beartooth Creek,Beartooth Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=326,09E10S  ,BLTW4,8
snotel,931,7/22/98,1/1/00,44.58,-107.2,8010,Air Temperature,WY,Sheridan,Lower East Fork Big Goose Creek,Big Goose,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=931,07E32S  ,BGEW4,8
snotel,342,10/1/78,1/1/00,42.65,-109.26,9100,Air Temperature,WY,Sublette,Black Joe Creek-Big Sandy River,Big Sandy Opening,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=342,09G09S  ,BGSW4,8
snotel,1119,8/7/09,1/1/00,41.06,-106.71,9830,Air Temperature,WY,Carbon,Beaver Creek,Blackhall Mtn,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1119,06H26S  ,BLHW4,8
snotel,350,10/1/79,1/1/00,44.38,-109.79,9840,Air Temperature,WY,Park,Sheep Creek-North Fork Shoshone River,Blackwater,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=350,09E13S  ,BLWW4,8
snotel,353,10/1/78,1/1/00,42.96,-110.61,8880,Air Temperature,WY,Sublette,Upper Horse Creek,Blind Bull Sum,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=353,10G02S  ,BBSW4,8
snotel,358,10/1/78,1/1/00,44.68,-107.58,9340,Air Temperature,WY,Sheridan,Cedar Creek,Bone Springs Div,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=358,07E18S  ,BSDW4,8
snotel,367,10/1/79,1/1/00,41.36,-106.23,10250,Air Temperature,WY,Albany,North Fork Little Laramie River,Brooklyn Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=367,06H13S  ,BKLW4,8
snotel,377,10/1/79,1/1/00,44.79,-107.53,7900,Air Temperature,WY,Sheridan,Lower North Tongue River,Burgess Junction,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=377,07E33S  ,BRJW4,8
snotel,379,10/1/78,1/1/00,43.7,-109.67,8760,Air Temperature,WY,Fremont,Middle Horse Creek,Burroughs Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=379,09F04S  ,BRCW4,8
snotel,384,10/1/79,1/1/00,44.72,-110.51,7870,Air Temperature,WY,Park,Cascade Creek-Yellowstone River,Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=384,10E03S  ,CANW4,8
snotel,389,10/1/78,1/1/00,42.73,-106.32,7940,Air Temperature,WY,Natrona,Elkhorn Creek,Casper Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=389,06G01S  ,CSPW4,8
snotel,1130,8/18/10,1/1/00,43.67,-109.38,8410,Air Temperature,WY,Fremont,Upper East Fork Wind River,Castle Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1130,09F20S  ,CCSW4,8
snotel,1046,10/1/03,1/1/00,41.24,-106.23,9670,Air Temperature,WY,Albany,Headwaters Little Laramie River,Cinnabar Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1046,06H24S  ,CINW4,8
snotel,402,10/1/78,1/1/00,44.4,-107.06,9830,Air Temperature,WY,Johnson,Upper South Piney Creek,Cloud Peak Reservoir,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=402,07E36S  ,CPKW4,8
snotel,405,10/1/88,1/1/00,43.28,-109.45,9640,Air Temperature,WY,Fremont,Dry Creek,Cold Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=405,09F25S  ,COSW4,8
snotel,982,6/13/00,1/1/00,44.49,-104.41,5930,Air Temperature,WY,Crook,South Redwater Creek,Cole Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=982,04E07S  ,CLCW4,8
snotel,419,10/1/86,1/1/00,42.65,-110.81,7710,Air Temperature,WY,Lincoln,Cottonwood Creek,Cottonwood Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=419,10G25S  ,CLWW4,8
snotel,1045,8/7/03,1/1/00,41.23,-105.39,8320,Air Temperature,WY,Albany,North Fork Crow Creek,Crow Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1045,05H02S  ,CRWW4,8
snotel,923,8/14/97,1/1/00,42.59,-108.9,9690,Air Temperature,WY,Fremont,Headwaters Little Popo Agie River,Deer Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=923,08G10S  ,DPKW4,8
snotel,449,10/1/79,1/1/00,41.3,-107.15,8700,Air Temperature,WY,Carbon,North Fork Savery Creek,Divide Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=449,07H05S  ,DVDW4,8
snotel,451,10/1/78,1/1/00,44.57,-107.3,8890,Air Temperature,WY,Sheridan,West Fork Big Goose Creek,Dome Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=451,07E34S  ,DMLW4,8
snotel,460,10/1/84,1/1/00,43.13,-110.2,8010,Air Temperature,WY,Sublette,Fisherman Creek,East Rim Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=460,10F17S  ,ERDW4,8
snotel,468,10/1/79,1/1/00,43.01,-109.76,9410,Air Temperature,WY,Sublette,Lower Pine Creek,Elkhart Park G.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=468,09F23S  ,EKPW4,8
snotel,472,10/1/79,1/1/00,44.65,-109.78,9040,Air Temperature,WY,Park,Upper Sunlight Creek,Evening Star,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=472,09E11S  ,EVNW4,8
snotel,1082,8/21/06,1/1/00,43.78,-110.93,9260,Air Temperature,WY,Teton,Teton Creek,Grand Targhee,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1082,10F30S  ,GTHW4,8
snotel,497,10/1/87,1/1/00,43.34,-110.43,6770,Air Temperature,WY,Teton,Lower Granite Creek,Granite Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=497,10F29S  ,GRCW4,8
snotel,499,10/1/78,1/1/00,44.13,-110.83,7330,Air Temperature,WY,Teton,Calf Creek-Fall River,Grassy Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=499,10E15S  ,GRSW4,8
snotel,501,10/1/91,1/1/00,43.47,-107.24,8560,Air Temperature,WY,Natrona,Upper Buffalo Creek,Grave Springs,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=501,07F06S  ,GVSW4,8
snotel,506,10/1/78,1/1/00,43.39,-110.13,8760,Air Temperature,WY,Teton,Kinky Creek-Gros Ventre River,Gros Ventre Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=506,10F19S  ,GRVW4,8
snotel,944,9/3/98,1/1/00,43.38,-109.88,9830,Air Temperature,WY,Sublette,Middle South Fork Fish Creek,Gunsight Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=944,09F28S  ,GUNW4,8
snotel,509,10/1/84,1/1/00,42.15,-110.68,7870,Air Temperature,WY,Lincoln,West Beaver Creek-Hams Fork,Hams Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=509,10G24S  ,HMKW4,8
snotel,512,10/1/79,1/1/00,44.26,-106.98,8360,Air Temperature,WY,Johnson,Upper South Clear Creek,Hansen Sawmill,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=512,06E03S  ,HNSW4,8
snotel,525,10/1/78,1/1/00,42.87,-109.09,10080,Air Temperature,WY,Fremont,Sand Creek,Hobbs Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=525,09G03S  ,HBBW4,8
snotel,544,10/1/79,1/1/00,42.3,-110.68,9400,Air Temperature,WY,Lincoln,East Fork Hams Fork-Hams Fork,Indian Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=544,10G22S  ,INCW4,8
snotel,554,10/1/79,1/1/00,42.27,-110.8,8240,Air Temperature,WY,Lincoln,West Fork Hams Fork,Kelley R.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=554,10G12S  ,KLLW4,8
snotel,555,10/1/84,1/1/00,43.25,-110.02,7790,Air Temperature,WY,Sublette,Lime Creek-Green River,Kendall R.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=555,10F15S  ,KNDW4,8
snotel,560,10/1/79,1/1/00,43.86,-109.32,9580,Air Temperature,WY,Park,Upper Wood River,Kirwin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=560,09F24S  ,KRWW4,8
snotel,571,10/1/78,1/1/00,42.44,-105.86,8370,Air Temperature,WY,Converse,Upper La Prele Creek,Laprele Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=571,05G04S  ,LPPW4,8
snotel,1134,8/4/10,1/1/00,42.58,-109.09,8880,Air Temperature,WY,Sublette,Pool Creek-Sweetwater River,Larsen Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1134,09G06S  ,LCRW4,8
snotel,577,10/1/78,1/1/00,44.21,-110.67,7880,Air Temperature,WY,Teton,Lower Lewis River,Lewis Lake Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=577,10E09S  ,LWSW4,8
snotel,1131,8/4/10,1/1/00,44.54,-107.18,8560,Air Temperature,WY,Johnson,Upper Little Goose Creek,Little Goose,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1131,07E40S  ,LGSW4,8
snotel,1047,7/27/04,1/1/00,41.07,-106.94,8930,Air Temperature,WY,Carbon,Nort Fork Little Snake River,Little Snake River,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1047,06H25S  ,LITW4,8
snotel,585,10/1/78,1/1/00,43.5,-109.75,9370,Air Temperature,WY,Fremont,Little Warm Spring Creek-Wind River,Little Warm,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=585,09F08S  ,LTWW4,8
